Pos,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts
G,Leno,4.5,4.5,Arsenal,0,0,0,0,0.5366666666666667,0.068,0.03666666666666667,0.004,0,0,0.29500000000000004,0.05,0.29500000000000004,0.054000000000000006,1,0.042
G,Rúnarsson,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willian,6.3,6.3,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Aubameyang,9.6,9.6,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Cédric,4.2,4.2,Arsenal,30,3.12,0,0,7.273333333333333,0.8280000000000001,6.176666666666666,0.7400000000000001,16,0.651,5.31,0.8290000000000001,5.31,0.9380000000000001,22,0.906
F,Lacazette,8.3,8.3,Arsenal,78,9.931000000000001,0,0,40.083333333333336,6.792000000000001,30.44666666666667,5.989000000000001,70,4.056,20.945,4.663,19.47,4.783,68,4.072
M,Xhaka,4.8,4.8,Arsenal,82.5,5.3149999999999995,0,0,41.083333333333336,3.6239999999999997,32.72666666666667,3.0149999999999997,76,2.213,23.599999999999998,2.65,20.060000000000002,2.518,70,2.084
D,Marí,4.2,4.2,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Bellerín,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Chambers,4.2,4.2,Aston Villa,45,2.211,3.266666666666667,0.28500000000000003,4.77,0.493,3.7733333333333334,0.307,13,0.421,5.646666666666667,0.5700000000000001,5.646666666666667,0.562,17,0.437
D,Kolasinac,4.2,4.2,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Elneny,4.4,4.4,Arsenal,8,0.75,0,0,6.07,0.6950000000000001,4.483333333333333,0.534,15,0.641,2.9499999999999997,0.47200000000000003,4.720000000000001,0.802,15,0.644
M,Maitland-Niles,5.2,5.2,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Holding,4.1,4.1,Arsenal,14.5,1.345,0,0,9.306666666666667,0.9909999999999999,8.463333333333333,0.984,26,1.053,7.375,1.152,7.375,1.3199999999999998,28,1.119
M,Partey,5.0,5.0,Arsenal,84,5.99,0,0,42.026666666666664,4.039000000000001,33.50333333333333,3.3750000000000004,73,2.344,22.125,2.772,21.830000000000002,2.968,77,2.42
D,Tierney,5.1,5.1,Arsenal,87,9.437999999999999,0,0,44.34,5.515000000000001,34.77,4.659000000000001,82,3.309,22.715,3.739,23.305,4.446,78,3.189
M,Pépé,6.9,6.9,Arsenal,15.5,2.323,0,0,6.013333333333333,1.148,5.806666666666666,1.2730000000000001,15,1.058,4.425,1.1989999999999998,5.31,1.5519999999999998,16,1.143
M,Torreira,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,5.7,5.7,Newcastle,44,1.71,49,1.94,19.373333333333335,2.3339999999999996,19.183333333333334,1.941,15.749999999999998,0.6,19.113333333333333,2.0500000000000003,19.113333333333333,2.2729999999999997,49,2.077
F,Nketiah,5.4,5.4,Arsenal,13,1.7730000000000001,0,0,7.1066666666666665,1.306,7.036666666666666,1.4599999999999997,15,1.033,4.13,1.041,4.425,1.184,19,1.25
M,Smith Rowe,5.8,5.8,Arsenal,55.5,6.228,0,0,23.743333333333336,3.5389999999999997,19.443333333333335,3.171,44,2.261,12.094999999999999,2.3890000000000002,14.455,3.0199999999999996,46,2.377
M,Saka,6.4,6.4,Arsenal,79.5,9.421,0,0,40.806666666666665,6.412,31.626666666666665,5.643000000000001,71,3.795,21.830000000000002,4.442,21.535,4.844,72,3.889
D,Gabriel,5.3,5.3,Arsenal,87.5,9.549,0,0,44.193333333333335,5.424,34.48,4.573,78,3.151,23.305,3.742,23.01,4.356999999999999,75,3.068
D,Mavropanos,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Guendouzi,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,5.3,5.3,Arsenal,35,4.08,0,0,34.95666666666667,5.567,28.343333333333334,5.017,66,3.512,19.765,4.0280000000000005,18.880000000000003,4.234,67,3.606
D,Saliba,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Steer,3.9,3.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hourihane,4.9,4.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Martínez,5.5,5.5,Aston Villa,90,4.13,32.300000000000004,3.794,35.89666666666667,4.497000000000001,35.230000000000004,4.055,86,3.334,35.09,4.295,34.68666666666667,4.168,87,3.124
D,Engels,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Traoré,5.7,5.7,Aston Villa,0,0,0.03333333333333333,0.003,1.3533333333333333,0.226,2.263333333333333,0.333,11,0.609,4.4366666666666665,0.654,4.4366666666666665,0.7130000000000001,12,0.611
M,Grealish,7.5,7.5,Man City,39,2.631,52,3.489,46,3.046,45,2.877,4.800000000000001,0.315,46,3.259,49,2.767,45,2.706
M,Sanson,5.0,5.0,Aston Villa,15,0.815,7,0.931,7.36,1.04,8.133333333333333,1.0430000000000001,25,1.097,7.260000000000001,0.9339999999999999,7.260000000000001,0.948,12,0.546
M,McGinn,5.8,5.8,Aston Villa,86,3.493,30.066666666666666,2.918,32.973333333333336,3.6610000000000005,32.096666666666664,3.112,76,2.501,30.25,3.0060000000000002,29.040000000000003,3.0460000000000003,74,2.198
D,Hause,4.4,4.4,Aston Villa,46,2.331,1.8333333333333333,0.155,2.6300000000000003,0.259,3.9966666666666666,0.34199999999999997,12,0.394,4.84,0.479,5.646666666666667,0.5740000000000001,11,0.274
M,Trézéguet,5.4,5.4,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Mings,5.0,5.0,Aston Villa,90,4.158,31.2,2.845,34.056666666666665,3.7619999999999996,33.54,2.8249999999999997,81,2.405,32.669999999999995,3.279,32.266666666666666,3.166,80,1.634
D,Targett,4.7,4.7,Newcastle,78,1.922,75,2.518,29.91,3.089,27.470000000000002,1.434,21.349999999999998,0.748,27.653333333333336,1.953,26.433333333333337,2.873,61,2.008
F,Watkins,7.6,7.6,Aston Villa,87,4.875,29.133333333333336,3.83,32.336666666666666,5.115,32.27333333333333,4.285,76,3.408,31.459999999999997,4.105,31.863333333333333,4.539,74,2.889
M,Nakamba,4.4,4.4,Aston Villa,0,0,0,0,0,0,0,0,0,0,7.663333333333333,0.7430000000000001,12.1,1.149,43,1.286
M,El Ghazi,5.6,5.6,Everton,19,1.172,19,0.961,5.555,1.224,5.375,1.326,5.949999999999999,0.315,5.8950000000000005,1.332,7.205000000000001,1.661,18,1.218
M,Buendía,6.2,6.2,Aston Villa,70,3.752,24.166666666666668,3.065,25.980000000000004,3.879,25.343333333333334,3.213,60,2.593,22.183333333333334,2.9019999999999997,25.00666666666667,3.41,61,2.344
D,Cash,5.1,5.1,Aston Villa,88,4.15,31.5,2.955,33.666666666666664,3.8840000000000003,34.10666666666666,2.9779999999999998,82,2.52,31.863333333333333,3.327,32.266666666666666,3.302,79,1.696
D,Konsa,4.9,4.9,Aston Villa,0,0,30.53333333333333,2.8,33.37,3.663,33.41,2.8180000000000005,80,2.383,31.863333333333333,3.2090000000000005,31.459999999999997,3.088,78,1.635
D,Guilbert,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Wesley,5.4,5.4,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Samatta,5.5,5.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Davis,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Douglas Luiz,4.4,4.4,Aston Villa,84,2.864,30.7,2.58,32.67333333333333,3.112,32.90333333333333,2.783,81,2.29,32.266666666666666,2.7979999999999996,29.846666666666668,2.738,73,1.976
M,Ramsey,4.8,4.8,Aston Villa,75,3.477,26.766666666666666,2.9579999999999997,29.143333333333334,3.665,28.040000000000003,3.1169999999999995,67,2.54,26.21666666666667,2.989,25.409999999999997,3.027,56,1.992
D,Young,4.7,4.7,Aston Villa,9,0.405,2.566666666666667,0.254,4.036666666666666,0.466,5.133333333333334,0.532,12,0.483,6.05,0.7400000000000001,4.033333333333333,0.43400000000000005,14,0.491
M,Lallana,5.3,5.3,Brighton,62,2.888,59,2.58,31.025,2.617,28.58,2.128,5.300000000000001,0.146,32.19,3.002,29.97,2.166,54,2.007
G,Steele,4.0,4.0,Brighton,0,0,0,0,1.555,0.132,1.11,0.08299999999999999,0.30000000000000004,0.011,1.11,0.106,1.11,0.08399999999999999,2,0.077
M,Groß,5.7,5.7,Brighton,21,1.384,24,1.486,13.65,1.556,17.985,1.678,3.1,0.089,17.205,2.187,18.87,1.7449999999999999,34,1.647
D,Duffy,4.1,4.1,Brighton,7,0.33,14,0.609,8.27,0.641,10.88,0.6100000000000001,2.1,0.028,11.655,1.2229999999999999,13.32,0.8039999999999999,23,0.72
M,Pröpper,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Burn,4.4,4.4,Newcastle,83,2.047,79,2.679,32.016666666666666,3.341,30.98,1.6159999999999999,26.599999999999998,0.965,29.28,2.121,30.906666666666666,3.447,72,2.488
D,Dunk,4.8,4.8,Brighton,88,4.258,85,3.477,47.565,3.478,44.51,2.231,8.3,0.118,42.18,4.188,44.4,2.367,78,2.166
M,March,5.3,5.3,Brighton,28,1.458,29,1.439,17.26,1.5819999999999999,17.925,1.46,3.1,0.077,17.205,1.7469999999999999,18.87,1.485,34,1.423
D,Webster,4.4,4.4,Brighton,79,3.784,76,3.1,41.735,3.014,41.18,2.067,7.4,0.106,39.96,3.93,38.295,2.063,72,2.004
D,Veltman,4.2,4.2,Brighton,60,2.839,61,2.461,34.58,2.502,32.3,1.657,5.9,0.08,34.965,3.391,34.41,1.891,60,1.714
F,Maupay,6.6,6.6,Brighton,80,4.532,79,4.221,41.68,4.183,41.125,3.3520000000000003,7,0.223,37.74,4.3420000000000005,38.295,3.1519999999999997,71,2.965
M,Trossard,6.0,6.0,Brighton,70,3.873,69,3.566,36.02,3.482,35.575,2.852,6.2,0.191,35.52,3.9699999999999998,36.075,2.909,64,2.628
G,Ryan,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Jahanbakhsh,5.5,5.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,White,4.5,4.5,Arsenal,88,8.383,0,0,43.54333333333333,4.725,35.473333333333336,4.049,79,2.79,23.01,3.2820000000000005,23.305,3.9,77,2.72
D,Bernardo,4.0,4.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Sánchez,4.6,4.6,Brighton,90,4.207,89,3.853,48.34,4.054,48.84,3.623,8.6,0.305,48.285,4.601,48.285,3.6340000000000003,87,3.301
M,Bissouma,4.4,4.4,Brighton,84,2.768,83,2.554,45.9,2.685,43.735,2.318,7.7,0.179,44.4,2.934,41.07,2.215,74,2.017
D,Lamptey,4.5,4.5,Brighton,77,4.159,73,3.394,37.405,3.177,39.405,2.28,7.1000000000000005,0.114,39.405,4.325,35.52,2.2640000000000002,64,2.119
F,Connolly,5.3,5.3,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Alzate,4.8,4.8,Brighton,3,0.137,7,0.328,3.33,0.28300000000000003,3.995,0.327,0.9,0.014,4.44,0.41000000000000003,6.66,0.553,11,0.485
M,Mac Allister,5.3,5.3,Brighton,56,3.151,58,3.036,30.415,3.0109999999999997,30.47,2.513,5.2,0.157,29.97,3.3529999999999998,26.64,2.262,55,2.309
M,Moder,4.5,4.5,Brighton,57,2.781,48,2.303,29.86,2.579,28.36,2.128,5.300000000000001,0.147,27.75,2.715,31.08,2.3419999999999996,54,2.093
D,Jansson,4.5,4.5,Brentford,89,1.976,85,3.427,85,3.289,82,3.658,82,2.219,82,1.362,76,2.536,83,3.028
M,Nørgaard,5.0,5.0,Brentford,87,2.245,85,2.682,83,2.515,80,2.604,81,2.237,78,1.896,74,2.194,79,2.382
F,Toney,6.6,6.6,Brentford,42,1.574,75,3.99,81,3.837,83,4.438,80,3.566,80,2.657,77,3.655,76,3.71
M,Fosu,5.1,5.1,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Raya,4.3,4.3,Brentford,90,3.344,90,4.015,90,4.052,88,4.15,89,3.42,87,3.14,87,3.61,86,3.76
M,Canós,5.5,5.5,Brentford,70,2.395,66,2.908,66,2.679,61,2.765,64,2.427,63,1.995,63,2.512,57,2.368
M,Dasilva,5.3,5.3,Brentford,6,0.288,8,0.432,13,0.639,12,0.629,12,0.578,14,0.594,12,0.591,16,0.844
D,Henry,4.5,4.5,Brentford,85,2.085,80,3.454,78,3.258,75,3.582,76,2.285,76,1.46,74,2.676,72,2.877
M,Janelt,5.0,5.0,Brentford,73,2.212,67,2.517,67,2.376,63,2.422,65,2.132,61,1.762,65,2.212,61,2.176
M,Ghoddos,5.3,5.3,Brentford,15,0.735,9,0.533,9,0.482,10,0.575,15,0.772,13,0.59,12,0.646,15,0.834
M,Jensen,4.9,4.9,Brentford,33,1.369,31,1.568,29,1.382,33,1.673,31,1.384,31,1.202,33,1.507,36,1.658
D,Goode,3.9,3.9,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Forss,5.3,5.3,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Roerslev,4.3,4.3,Brentford,21,0.668,22,1.023,22,0.981,29,1.453,23,0.825,24,0.63,24,0.971,29,1.255
D,Sørensen,4.3,4.3,Brentford,7,0.2,13,0.514,9,0.351,13,0.558,13,0.396,13,0.278,18,0.633,19,0.726
D,Pinnock,4.5,4.5,Brentford,88,2.118,83,3.595,84,3.476,84,3.932,80,2.345,80,1.48,76,2.732,74,2.953
G,Balcombe,4.0,4.0,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Zamburek,4.4,4.4,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Gunnarsson,3.9,3.9,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Dervişoğlu,5.4,5.4,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Mbeumo,5.3,5.3,Brentford,85,3.372,82,4.451,78,3.806,77,4.227,73,3.292,77,2.649,74,3.566,75,3.709
M,Bidstrup,4.4,4.4,Brentford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Tarkowski,4.9,4.9,Burnley,88.5,5.138999999999999,57.333333333333336,4.9879999999999995,34.419999999999995,2.279,33.82666666666666,3.243,40.5,1.34,32.94,1.743,32.126666666666665,3.3480000000000003,81,1.836
D,Bardsley,3.9,3.9,Burnley,1,0.048,0.3333333333333333,0.023,0.4066666666666667,0.020999999999999998,0.37000000000000005,0.027,0.5,0.009,1.22,0.056,1.22,0.09200000000000001,3,0.063
D,Pieters,4.2,4.2,Burnley,61,3.755,23.666666666666668,2.29,5.73,0.456,6.47,0.656,6,0.173,6.099999999999999,0.415,6.913333333333334,0.7440000000000001,17,0.496
M,Cork,4.4,4.4,Burnley,31.5,2.222,22.333333333333332,2.343,14.456666666666669,1.34,14.12,1.398,20,0.622,15.86,1.388,14.233333333333334,1.4460000000000002,41,1.28
M,Stephens,4.4,4.4,Burnley,4.5,0.4,5,0.6599999999999999,3.106666666666667,0.35900000000000004,3.8833333333333333,0.456,4,0.122,3.253333333333334,0.36100000000000004,3.253333333333334,0.387,7,0.301
D,Long,4.0,4.0,Burnley,1,0.083,1,0.119,0.40666666666666673,0.03900000000000001,1.11,0.125,1.5,0.045,0.8133333333333335,0.067,1.626666666666667,0.17800000000000002,2,0.07
F,Rodriguez,5.2,5.2,Burnley,49,4.539,25,3.6559999999999997,15.38,1.877,14.34666666666667,1.885,16.5,0.752,15.046666666666667,1.751,14.233333333333334,2.015,36,1.559
F,Barnes,5.2,5.2,Burnley,8.5,0.933,5,0.825,2.44,0.333,2.3666666666666667,0.341,1.5,0.067,1.626666666666667,0.21100000000000002,2.033333333333333,0.30400000000000005,6,0.312
D,Mee,4.8,4.8,Burnley,89,5.34,57.333333333333336,5.172,34.529999999999994,2.3659999999999997,33.68,3.296,41.5,1.401,32.53333333333333,1.791,32.126666666666665,3.416,79,1.855
M,Westwood,5.3,5.3,Burnley,87.5,5.053000000000001,55.333333333333336,4.931,33.38333333333333,2.677,33.199999999999996,2.936,39,1.22,32.126666666666665,2.5,32.126666666666665,2.9830000000000005,75,2.086
M,Gudmundsson,5.4,5.4,Burnley,7,0.655,11.666666666666666,1.604,9.573333333333332,1.145,9.98,1.285,15,0.601,10.573333333333332,1.2089999999999999,10.979999999999999,1.44,27,1.153
F,Wood,6.7,6.7,Newcastle,80,3.564,82,3.778,30.906666666666666,4.682,29.796666666666667,3.465,25.2,1.317,20.333333333333332,2.786,14.64,2.345,30,1.875
D,Lowton,4.4,4.4,Burnley,32,2.039,22.666666666666668,2.168,13.493333333333334,1,13.383333333333333,1.365,16.5,0.559,12.606666666666664,0.7679999999999999,14.233333333333334,1.5550000000000002,34,0.872
F,Vydra,5.2,5.2,Burnley,0,0,2,0.33899999999999997,2.6599999999999997,0.37699999999999995,7.06,1.039,9,0.445,7.32,0.986,8.54,1.362,23,1.144
G,Pope,5.4,5.4,Burnley,90,6.9670000000000005,59.666666666666664,6.949,36.120000000000005,3.9730000000000003,35.45333333333334,4.271,44.5,1.809,35.379999999999995,3.8560000000000003,35.379999999999995,4.414000000000001,87,3.203
D,Taylor,4.4,4.4,Burnley,29,1.676,36.666666666666664,3.227,31.313333333333333,2.107,30.536666666666665,2.94,39,1.267,31.313333333333333,1.7249999999999999,30.093333333333334,3.1229999999999998,72,1.709
G,Norris,4.4,4.4,Burnley,0,0,0,0,0.03666666666666667,0.004,0.37000000000000005,0.044,0,0,0.40666666666666673,0.04499999999999999,0.40666666666666673,0.051,1,0.037
M,Brownhill,4.3,4.3,Burnley,67.5,4.286,42.333333333333336,4.152,25.433333333333337,2.232,24.73333333333333,2.366,31.5,1.057,24.80666666666666,2.067,26.433333333333337,2.643,61,1.834
M,Benson,4.5,4.5,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Peacock-Farrell,4.5,4.5,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,McNeil,5.7,5.7,Burnley,84.5,5.8759999999999994,52.666666666666664,5.779,31.646666666666665,3.0540000000000003,30.833333333333332,3.258,37,1.411,30.093333333333334,2.75,30.5,3.363,74,2.436
D,Azpilicueta,5.6,5.6,Chelsea,61,3.11,0,0,21.28,3.4059999999999997,19.91,2.364,6.5600000000000005,0.348,20.4,2.469,20.91,2.0629999999999997,41,2.057
F,Giroud,6.5,6.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Thiago Silva,5.6,5.6,Chelsea,83,3.843,0,0,40.693333333333335,5.976999999999999,38.8,4.171,12,0.631,38.76,4.332,35.7,3.177,71,3.17
D,Alonso,5.6,5.6,Chelsea,54,3.232,0,0,21.439999999999998,4.001,20.98,2.98,7.04,0.436,21.93,3.1229999999999998,21.42,2.4890000000000003,39,2.33
M,Jorginho,5.8,5.8,Chelsea,65,2.693,0,0,31.213333333333335,4.045,31.08,3.036,8.64,0.367,28.56,2.728,28.56,2.436,55,2.414
M,Barkley,5.2,5.2,Chelsea,0,0,0,0,0.5066666666666667,0.069,0.51,0.056,0.16,0.004,1.02,0.11,1.02,0.105,2,0.107
M,Kovacic,5.0,5.0,Chelsea,18,0.861,0,0,11.493333333333332,1.5179999999999998,12.25,1.246,4.16,0.141,12.24,1.191,15.3,1.336,23,1.07
F,Batshuayi,5.5,5.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Rüdiger,6.1,6.1,Chelsea,88,4.031,0,0,41.72,6.165,41.79,4.513999999999999,12.8,0.677,40.29,4.5249999999999995,41.31,3.621,79,3.517
D,Zouma,5.4,5.4,West Ham,47,2.071,63,2.824,61,1.091,60,2.446,10.98,0.304,63,2.751,63,2.52,65,3.179
G,Arrizabalaga,4.7,4.7,Chelsea,1,0.046,0,0,0.34,0.05,1.01,0.1,0.32,0.016,1.53,0.157,1.53,0.137,4,0.178
M,Kanté,4.9,4.9,Chelsea,77,2.697,0,0,35.660000000000004,3.9,36.24,2.855,11.200000000000001,0.404,36.72,2.834,35.7,2.5050000000000003,71,2.501
M,Ziyech,7.3,7.3,Chelsea,13,0.826,0,0,6.093333333333334,1.1,7.13,1.027,2.88,0.138,7.65,1.069,8.16,1.049,16,1.065
M,Loftus-Cheek,5.4,5.4,Chelsea,42,1.912,0,0,22.293333333333333,3.03,22.94,2.342,7.04,0.288,22.95,2.282,20.91,1.98,46,2.238
D,Christensen,4.6,4.6,Chelsea,29,1.353,0,0,15.013333333333334,2.16,15.77,1.6729999999999998,4.8,0.226,14.79,1.6239999999999999,16.83,1.5050000000000001,31,1.404
F,Werner,8.6,8.6,Chelsea,50,2.812,0,0,23.459999999999997,4.173,22.45,3.1630000000000003,7.36,0.412,23.97,3.099,25.5,3.0060000000000002,45,2.844
D,Chilwell,5.6,5.6,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Abraham,6.5,6.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Pulisic,7.9,7.9,Chelsea,18,1.048,0,0,8.426666666666668,1.48,11.21,1.551,3.52,0.169,10.71,1.418,9.69,1.191,20,1.268
M,Mount,7.5,7.5,Chelsea,60,3.418,0,0,38.526666666666664,6.922000000000001,35.71,5.038,11.200000000000001,0.688,36.21,4.774,34.17,4.051,68,4.192
D,Ampadu,4.5,4.5,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hudson-Odoi,5.3,5.3,Chelsea,31,1.784,0,0,14.693333333333333,2.571,14.29,1.956,4.8,0.239,15.81,2.025,17.34,2.009,33,1.958
M,Havertz,7.8,7.8,Chelsea,62,3.591,0,0,25.666666666666668,4.746,27.56,4.007,8.48,0.507,24.48,3.3440000000000003,25.5,3.117,53,3.361
D,James,6.2,6.2,Chelsea,21,1.144,0,0,35.32666666666667,6.385,37.22,5.07,11.52,0.736,36.21,4.9799999999999995,35.7,3.956,74,4.131
G,Mendy,6.1,6.1,Chelsea,89,4.086,0,0,45.26,6.429,44.89,4.425,14.08,0.697,44.37,4.547000000000001,44.37,3.949,85,3.779
M,Gallagher,6.2,6.2,Crystal Palace,0,0,82,4.155,81,3.101,82,2.571,28.7,1.212,73,2.947,74,3.04,76,3.139
M,Gilmour,4.3,4.3,Norwich,71,1.854,65,1.994,32.49,2.21,29.885,1.885,9.76,0.254,32.7,1.979,33.79,2.3320000000000003,59,1.673
G,Guaita,4.6,4.6,Crystal Palace,90,7.164,86,3.958,89,3.636,88,3.146,30.45,1.241,88,3.431,88,3.35,87,3.461
D,Tomkins,4.3,4.3,Crystal Palace,2.5,0.181,10,0.465,12,0.453,15,0.399,4.8999999999999995,0.139,14,0.507,16,0.556,16,0.603
M,McArthur,4.3,4.3,Crystal Palace,43,3.416,43,1.874,38,1.443,40,1.354,15.399999999999999,0.51,44,1.637,42,1.588,44,1.666
F,Benteke,6.1,6.1,Crystal Palace,4,0.508,4,0.292,5,0.3,6,0.308,2.8,0.125,8,0.491,6,0.383,9,0.572
D,Kouyaté,4.5,4.5,Crystal Palace,84,5.71,76,3.806,76,2.787,75,1.591,25.2,0.906,71,2.408,74,2.302,73,2.555
D,Kelly,3.9,3.9,Crystal Palace,0,0,2,0.085,2,0.071,3,0.082,1.0499999999999998,0.023,3,0.104,5,0.169,2,0.071
M,Milivojevic,5.3,5.3,Crystal Palace,12,1.1469999999999998,7,0.383,7,0.333,9,0.396,2.4499999999999997,0.077,9,0.436,10,0.492,10,0.489
F,Ayew,5.8,5.8,Crystal Palace,40.5,3.7030000000000003,38,1.987,35,1.523,34,1.362,12.95,0.531,36,1.618,40,1.811,36,1.68
M,Zaha,6.8,6.8,Crystal Palace,85,8.51,83,5.282,79,3.67,80,2.983,26.25,1.393,75,3.707,78,3.926,77,3.93
M,Schlupp,5.4,5.4,Crystal Palace,39,3.459,21,1.12,21,0.961,24,0.984,8.049999999999999,0.285,26,1.193,27,1.236,27,1.258
G,Butland,4.4,4.4,Crystal Palace,0,0,3,0.139,1,0.041,2,0.072,1.0499999999999998,0.043,1,0.04,1,0.039,3,0.121
M,Riedewald,4.7,4.7,Crystal Palace,2,0.185,1,0.048,4,0.178,2,0.088,1.0499999999999998,0.026,3,0.135,4,0.18,2,0.092
D,Jach,4.3,4.3,Crystal Palace,0.5,0.048,1,0.054,2,0.086,2,0.065,1.75,0.049,3,0.118,2,0.08,2,0.085
F,Mateta,5.2,5.2,Crystal Palace,39.5,4.131,38,2.336,36,1.769,40,1.685,13.299999999999999,0.631,38,1.964,38,2.009,38,2.019
M,Eze,5.9,5.9,Crystal Palace,31,3.3449999999999998,8,0.524,12,0.654,10,0.5,4.199999999999999,0.183,15,0.852,12,0.696,13,0.774
D,Ferguson,4.5,4.5,Crystal Palace,0,0,0,0,0,0,0,0,0,0,5,0.154,7,0.193,11,0.346
D,Mitchell,4.5,4.5,Crystal Palace,89.5,5.6,87,3.85,84,2.809,85,1.606,29.4,0.953,80,2.423,80,2.223,78,2.47
M,Delph,4.3,4.3,Everton,1,0.036,6,0.233,1.7225,0.22800000000000004,2.11,0.306,3.5,0.084,1.965,0.268,1.965,0.269,9,0.377
M,Sigurdsson,6.7,6.7,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Coleman,4.9,4.9,Everton,85,2.585,83,1.525,24.4725,2.764,23.3625,3.8899999999999997,27.65,1.042,24.235,2.907,23.9075,3.0230000000000006,70,2.783
M,James,6.9,6.9,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Bernard,5.5,5.5,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Digne,5.1,5.1,Aston Villa,89,4.489,31.866666666666664,3.181,34.14,4.246,33.07666666666666,3.1300000000000003,82,2.709,32.266666666666666,3.569,32.669999999999995,3.594,78,1.831
D,Keane,4.8,4.8,Everton,89,2.573,85,1.492,26.012499999999996,2.7800000000000002,25.882499999999997,4.096,28.7,1.047,26.2,2.9570000000000003,24.89,2.979,78,2.913
G,Pickford,4.9,4.9,Everton,90,3.408,89,3.154,27.9575,4.165,27.479999999999997,4.7139999999999995,30.799999999999997,1.274,28.4925,4.317,28.82,4.401999999999999,84,3.488
M,Allan,4.3,4.3,Everton,72,2.16,66,1.744,16.977500000000003,2.004,14.8625,1.939,14.7,0.45,15.72,1.88,16.0475,1.953,49,1.626
M,André Gomes,4.9,4.9,Everton,30,1.196,23,0.867,7.4350000000000005,1.0699999999999998,5.98,0.9420000000000001,5.25,0.151,5.8950000000000005,0.8800000000000001,4.9125,0.7480000000000001,15,0.67
M,Doucouré,5.3,5.3,Everton,0,0,15,0.427,16.4775,2.116,21.792499999999997,3.197,26.95,0.977,25.544999999999998,3.3770000000000002,24.89,3.404,74,2.756
